91677
10601019,11627705,1,0
11627705,16924659,1,0
11627705,17791385,1,0
11627705,13834118,1,0
10656323,22046596,1,0
8389315,22046596,1,0
10169905,22046596,1,0
651715,672106,1,0
150478,651715,1,0
335223,651715,1,0
606859,651715,1,0
651715,755203,1,0
651715,792644,1,0
78966,651715,1,0
33845,651715,1,0
567476,651715,1,0
638963,651715,1,0
651715,810724,1,0
651715,850680,1,0
651715,839385,1,0
288978,651715,1,0
586503,651715,1,0
651715,934048,1,0
116038,651715,1,0
651715,804637,1,0
346058,651715,1,0
534739,651715,1,0
413562,651715,1,0
651715,810884,1,0
536614,651715,1,0
651715,822452,1,0
601908,651715,1,0
651715,811157,1,0
536222,651715,1,0
651715,814473,1,0
651715,950938,1,0
651715,896372,1,0
40044,651715,1,0
651715,662799,1,0
597134,651715,1,0
651715,854262,1,0
649595,651715,1,0
651715,801395,1,0
651715,665978,1,0
621362,651715,1,0
189963,651715,1,0
258490,651715,1,0
651715,653541,1,0
624490,651715,1,0
636262,651715,1,0
397240,651715,1,0
651715,908793,1,0
651715,841724,1,0
241286,651715,1,0
414463,651715,1,0
614390,651715,1,0
126187,651715,1,0
651715,708766,1,0
46158,651715,1,0
651715,832329,1,0
137780,651715,1,0
305886,651715,1,0
339301,651715,1,0
332635,651715,1,0
213301,651715,1,0
651715,946865,1,0
44949,651715,1,0
10851,651715,1,0
223631,651715,1,0
330216,651715,1,0
88047,651715,1,0
530882,651715,1,0
300397,651715,1,0
168607,651715,1,0
651715,820905,1,0
228925,651715,1,0
651715,916271,1,0
651715,896701,1,0
47337,651715,1,0
651715,668660,1,0
651715,949221,1,0
651715,840277,1,0
292999,651715,1,0
651715,751335,1,0
161844,651715,1,0
470160,651715,1,0
92552,651715,1,0
651715,793635,1,0
370982,651715,1,0
651715,746544,1,0
93208,651715,1,0
651715,777609,1,0
302513,651715,1,0
651715,689689,1,0
272875,651715,1,0
303331,651715,1,0
651715,896284,1,0
130757,651715,1,0
184741,651715,1,0
567313,651715,1,0
651715,709584,1,0
79355,651715,1,0
651715,813913,1,0
210587,651715,1,0
150478,672106,1,0
335223,672106,1,0
606859,672106,1,0
672106,755203,1,0
672106,792644,1,0
78966,672106,1,0
33845,672106,1,0
567476,672106,1,0
638963,672106,1,0
672106,810724,1,0
672106,850680,1,0
672106,839385,1,0
288978,672106,1,0
586503,672106,1,0
672106,934048,1,0
116038,672106,1,0
672106,804637,1,0
346058,672106,1,0
534739,672106,1,0
413562,672106,1,0
672106,810884,1,0
536614,672106,1,0
672106,822452,1,0
601908,672106,1,0
672106,811157,1,0
536222,672106,1,0
672106,814473,1,0
672106,950938,1,0
